,Appointed,Name,Status,Address,Role,Appointed on,Register Location,Registration Number,Company status,Resigned on,Correspondence address,Register location,Registration number,Company number
1977,SKY CHARM SECRETARIAL SERVICES LIMITED,CJ E-TECHNOLOGY LTD (08937974),,,Secretary,13 March 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08937974
1978,SKY CHARM SECRETARIAL SERVICES LIMITED,"FRANCE BEBE FENNE BABY & CHILDREN'S PRODUCT INTERNATIONAL CO., LTD (06577057)",,,Secretary,25 April 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,06577057
1979,SKY CHARM SECRETARIAL SERVICES LIMITED,"FURUI MACHINERY CO., LTD (09010151)",,,Secretary,24 April 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09010151
1980,SKY CHARM SECRETARIAL SERVICES LIMITED,UNITED WELL DEVELOPMENT LIMITED (08974278),,,Secretary,2 April 2014,,,Active,2 April 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08974278
1981,SKY CHARM SECRETARIAL SERVICES LIMITED,"ITALY DENI APPAREL INTERNATIONAL GROUP CO., LTD (08976419)",,,Secretary,3 April 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08976419
1982,SKY CHARM SECRETARIAL SERVICES LIMITED,"GERMANY KEMAISI CO., LTD (08928634)",,,Secretary,7 March 2014,,,Active,7 March 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08928634
1983,SKY CHARM SECRETARIAL SERVICES LIMITED,JUN PENG INTERNATIONAL LTD (08946165),,,Secretary,19 March 2014,,,Active,2 March 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08946165
1984,SKY CHARM SECRETARIAL SERVICES LIMITED,"STVILLA FURNITURE GROUP CO., LIMITED (07432382)",,,Secretary,27 October 2013,,,Active,10 October 2014,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,07432382
1985,SKY CHARM SECRETARIAL SERVICES LIMITED,"ALLCHEM CO., LTD (08926376)",,,Secretary,6 March 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08926376
1986,SKY CHARM SECRETARIAL SERVICES LIMITED,ROYARD ENGINEERING LIMITED (08991091),,,Secretary,10 April 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08991091
1987,SKY CHARM SECRETARIAL SERVICES LIMITED,UK SOCIETE GENERALE DE SURVEILLANCE LTD (09026191),,,Secretary,6 May 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09026191
1988,SKY CHARM SECRETARIAL SERVICES LIMITED,"YI CAI TOYS INDUSTRIAL CO., LTD (08948613)",,,Secretary,19 March 2014,,,Active,15 December 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08948613
1989,SKY CHARM SECRETARIAL SERVICES LIMITED,EXELON BIOCHEM & ADVANCED MATERIAL (CHINA) LTD (08989180),,,Secretary,9 April 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08989180
1990,SKY CHARM SECRETARIAL SERVICES LIMITED,ALTICORE LTD (08455902),,,Secretary,17 March 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08455902
1991,SKY CHARM SECRETARIAL SERVICES LIMITED,SINOVO INDUSTRIAL & TRADING CO. LTD (07179676),,,Secretary,24 February 2014,,,Active,3 March 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,07179676
1992,SKY CHARM SECRETARIAL SERVICES LIMITED,"HUIFENG INTERNATIONAL CO., LIMITED (09027269)",,,Secretary,7 May 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,09027269
1993,SKY CHARM SECRETARIAL SERVICES LIMITED,EMEI (UK) INTERNATIONAL LIMITED (06480294),,,Secretary,19 March 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,06480294
1994,SKY CHARM SECRETARIAL SERVICES LIMITED,"B-TECH CO., LTD (08991070)",,,Secretary,10 April 2014,,,Active,30 March 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08991070
1995,SKY CHARM SECRETARIAL SERVICES LIMITED,ESPEED GLOBAL LTD (08995931),,,Secretary,14 April 2014,,,Active,8 April 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08995931
1996,SKY CHARM SECRETARIAL SERVICES LIMITED,"SHANDONG WANYU BUILDING MATERIALS CO., LTD (08960650)",,,Secretary,26 March 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08960650
1997,SKY CHARM SECRETARIAL SERVICES LIMITED,WORLDTHY INDUSTRIAL LIMITED (08955579),,,Secretary,24 March 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08955579
1998,SKY CHARM SECRETARIAL SERVICES LIMITED,UK LONDON ICE CREAM LIMITED (09002178),,,Secretary,17 April 2014,,,Active,9 May 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09002178
1999,SKY CHARM SECRETARIAL SERVICES LIMITED,U.K. GURNEY RAYDEE B&S (INT'L) GROUP LTD (07264566),,,Secretary,18 April 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,07264566
2000,SKY CHARM SECRETARIAL SERVICES LIMITED,UK SCIENCEMAN ART LIMITED (08960641),,,Secretary,26 March 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08960641
2001,SKY CHARM SECRETARIAL SERVICES LIMITED,SUNRISEAST LTD (08960741),,,Secretary,26 March 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08960741
2002,SKY CHARM SECRETARIAL SERVICES LIMITED,"TREND FINANCIAL SOLUTIONS CO., LIMITED (08970935)",,,Secretary,1 April 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08970935
2003,SKY CHARM SECRETARIAL SERVICES LIMITED,DEXE GROUP LTD (08959771),,,Secretary,26 March 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08959771
2004,SKY CHARM SECRETARIAL SERVICES LIMITED,"FOUR SEASONS CO., LTD (08971324)",,,Secretary,1 April 2014,,,Active,1 April 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08971324
2005,SKY CHARM SECRETARIAL SERVICES LIMITED,TOBUR INVESTMENT DEVELOPMENT (UK) LIMITED (08973817),,,Secretary,2 April 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08973817
2006,SKY CHARM SECRETARIAL SERVICES LIMITED,PHILIPS (CHINA) HEALTH EQUIPMENT LIMITED (08955703),,,Secretary,24 March 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08955703
2007,SKY CHARM SECRETARIAL SERVICES LIMITED,"UK AI FU YI INTERNATIONAL GROUP CO., LIMITED (08935651)",,,Secretary,12 March 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08935651
2008,SKY CHARM SECRETARIAL SERVICES LIMITED,"YANG HANG INDUSTRIAL CO., LTD. (08937918)",,,Secretary,13 March 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08937918
2009,SKY CHARM SECRETARIAL SERVICES LIMITED,"SHENZHEN GUANGYULONG TRADE CO., LTD (09005453)",,,Secretary,22 April 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09005453
2010,SKY CHARM SECRETARIAL SERVICES LIMITED,ENLONC INTERNATIONAL LIMITED (07982324),,,Secretary,8 March 2014,,,Active,8 March 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,07982324
2011,SKY CHARM SECRETARIAL SERVICES LIMITED,MIDI INTERNATIONAL (UK) ARCHITECTURE DESIGN COMPANY LIMITED (09041510),,,Secretary,15 May 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,09041510
2012,SKY CHARM SECRETARIAL SERVICES LIMITED,"BIG CENTURY CO., LTD. (09044896)",,,Secretary,16 May 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,09044896
2013,SKY CHARM SECRETARIAL SERVICES LIMITED,"S&Y HOME TEXTILE CO., LTD (09044191)",,,Secretary,16 May 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09044191
2014,SKY CHARM SECRETARIAL SERVICES LIMITED,NEWNEWUP LIMITED (09037689),,,Secretary,13 May 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09037689
2015,SKY CHARM SECRETARIAL SERVICES LIMITED,"E-NEW AGE BUILDING TECHNOLOGY CO., LTD. (09045720)",,,Secretary,19 May 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,09045720
2016,SKY CHARM SECRETARIAL SERVICES LIMITED,TORRENT LTD (08938050),,,Secretary,13 March 2014,,,Active,13 March 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08938050
2017,SKY CHARM SECRETARIAL SERVICES LIMITED,FIRSTROCK LTD (09046457),,,Secretary,19 May 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09046457
2018,SKY CHARM SECRETARIAL SERVICES LIMITED,UK BLESS PET ANIMAL PROTECTION LIMITED (08965819),,,Secretary,28 March 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08965819
2019,SKY CHARM SECRETARIAL SERVICES LIMITED,WONDERFUL TEXTILE COMPANY LIMITED (08965407),,,Secretary,28 March 2014,,,Active,18 April 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08965407
2020,SKY CHARM SECRETARIAL SERVICES LIMITED,ROSEEY TRADE LIMITED (08958003),,,Secretary,25 March 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08958003
2021,SKY CHARM SECRETARIAL SERVICES LIMITED,"DONGXIN E&M INDUSTRIAL CO., LTD. (09009838)",,,Secretary,24 April 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,09009838
2022,SKY CHARM SECRETARIAL SERVICES LIMITED,"DAFU CRAFTS CO., LTD (08973494)",,,Secretary,2 April 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08973494
2023,SKY CHARM SECRETARIAL SERVICES LIMITED,"ALWAYS TOP TRADING CO., LTD (09012080)",,,Secretary,25 April 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09012080
2024,SKY CHARM SECRETARIAL SERVICES LIMITED,ISHINE TRADE LIMITED (08948093),,,Secretary,19 March 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08948093
2025,SKY CHARM SECRETARIAL SERVICES LIMITED,"UK BINLI FLUID CONTROL CO., LTD (09012698)",,,Secretary,25 April 2014,,,Active,25 April 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09012698
2026,SKY CHARM SECRETARIAL SERVICES LIMITED,KOREA EMMA TECHNOLOGY HOLDING LIMITED (09019136),,,Secretary,30 April 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,09019136
2027,SKY CHARM SECRETARIAL SERVICES LIMITED,"UNION INTERNATIONAL INDUSTRY CO., LIMITED (05784895)",,,Secretary,28 April 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,05784895
2028,SKY CHARM SECRETARIAL SERVICES LIMITED,"QILIN FURNITURE CO., LTD (09046776)",,,Secretary,19 May 2014,,,Active,6 May 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09046776
2029,SKY CHARM SECRETARIAL SERVICES LIMITED,ZEUS GROUP TRADING LIMITED (08985769),,,Secretary,8 April 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08985769
2030,SKY CHARM SECRETARIAL SERVICES LIMITED,YIDONE INDUSTRY LIMITED (07591995),,,Secretary,1 April 2014,,,Active,1 April 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,07591995
2031,SKY CHARM SECRETARIAL SERVICES LIMITED,"B&P INTERNATIONAL CO., LTD (08990496)",,,Secretary,10 April 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08990496
2032,SKY CHARM SECRETARIAL SERVICES LIMITED,UK KNIGHT BUSINESS COLLEGE LIMITED (08968637),,,Secretary,31 March 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08968637
2033,SKY CHARM SECRETARIAL SERVICES LIMITED,"JIEKESAIER INDUSTRIAL CO., LTD (09026131)",,,Secretary,6 May 2014,,,Active,29 March 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09026131
2034,SKY CHARM SECRETARIAL SERVICES LIMITED,"NINGBO BRIDGE IMPORT & EXPORT CO., LTD (09015437)",,,Secretary,29 April 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09015437
2035,SKY CHARM SECRETARIAL SERVICES LIMITED,"NICE POWER TECHNOLOGY CO., LIMITED (08489936)",,,Secretary,2 April 2014,,,Active,15 April 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08489936
2036,SKY CHARM SECRETARIAL SERVICES LIMITED,POWERCHEM LIMITED (08985541),,,Secretary,8 April 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08985541
2037,SKY CHARM SECRETARIAL SERVICES LIMITED,"UK YISHI LANDUN INTERNATIONAL GROUP CO., LTD (08978017)",,,Secretary,4 April 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08978017
2038,SKY CHARM SECRETARIAL SERVICES LIMITED,HAN TRADE (UK) COMPANY LTD (07598697),,,Secretary,3 April 2014,,,Active,19 March 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,07598697
2039,SKY CHARM SECRETARIAL SERVICES LIMITED,"SINBANG INDUSTRY (LONDON) CO., LIMITED (08993469)",,,Secretary,11 April 2014,,,Active,7 April 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08993469
2040,SKY CHARM SECRETARIAL SERVICES LIMITED,ESSENCE INT'L COMPANY LIMITED (08948107),,,Secretary,19 March 2014,,,Active,1 March 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08948107
2041,SKY CHARM SECRETARIAL SERVICES LIMITED,"HY TECHNOLOGIES CO., LTD (08974459)",,,Secretary,2 April 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08974459
2042,SKY CHARM SECRETARIAL SERVICES LIMITED,"PROUD CERAMIC CO., LTD (08993173)",,,Secretary,11 April 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08993173
2043,SKY CHARM SECRETARIAL SERVICES LIMITED,"YIXING ZHONG RUN CERAMICS TECHNOLOGY CO., LTD (08995777)",,,Secretary,14 April 2014,,,Active,11 March 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08995777
2044,SKY CHARM SECRETARIAL SERVICES LIMITED,UK TEDDY BEAR LIMITED (09026286),,,Secretary,6 May 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09026286
2045,SKY CHARM SECRETARIAL SERVICES LIMITED,BRILLIANT INDUSTRIAL LIMITED (09028363),,,Secretary,7 May 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09028363
2046,SKY CHARM SECRETARIAL SERVICES LIMITED,"HALLELUJAH CHRISTMAS GIFTS CO., LTD. (07961910)",,,Secretary,28 February 2014,,,Active,23 February 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,07961910
2047,SKY CHARM SECRETARIAL SERVICES LIMITED,"JINGDEZHEN YOUNGS CERAMIC CO., LTD (08545731)",,,Secretary,20 March 2014,,,Active,4 May 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08545731
2048,SKY CHARM SECRETARIAL SERVICES LIMITED,"UK BML LANDSCAPE DESIGN CO., LTD (09005460)",,,Secretary,22 April 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09005460
2049,SKY CHARM SECRETARIAL SERVICES LIMITED,RAYMAN INTERNATIONAL TRADING LIMITED (06896647),,,Secretary,18 April 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,06896647
2050,SKY CHARM SECRETARIAL SERVICES LIMITED,SWIFT MANUFACTURING LTD (08998227),,,Secretary,15 April 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08998227
2051,SKY CHARM SECRETARIAL SERVICES LIMITED,"KAMA ELECTRONICS TECHNOLOGY CO., LTD (08995816)",,,Secretary,14 April 2014,,,Active,17 March 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,08995816
2052,SKY CHARM SECRETARIAL SERVICES LIMITED,AFRICAN HAIR & BEAUTY PRODUCTS LTD (09005451),,,Secretary,22 April 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09005451
2053,SKY CHARM SECRETARIAL SERVICES LIMITED,"FOCUS GUIDE CO., LTD (09009963)",,,Secretary,24 April 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09009963
2054,SKY CHARM SECRETARIAL SERVICES LIMITED,"CHINA GREEN FOOD GROUP CO., LTD (09015244)",,,Secretary,28 April 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,09015244
2055,SKY CHARM SECRETARIAL SERVICES LIMITED,CIMA TECHNOLOGY LTD (07634719),,,Secretary,17 April 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,07634719
2056,SKY CHARM SECRETARIAL SERVICES LIMITED,DIY FASHION LTD (09050629),,,Secretary,21 May 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09050629
2057,SKY CHARM SECRETARIAL SERVICES LIMITED,MAJESTY INDUSTRIAL LIMITED (09050694),,,Secretary,21 May 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09050694
2058,SKY CHARM SECRETARIAL SERVICES LIMITED,HONG TU ABC TRADING LTD (08985733),,,Secretary,8 April 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08985733
2059,SKY CHARM SECRETARIAL SERVICES LIMITED,"SINOENG INTERNATIONAL CO., LTD (08976429)",,,Secretary,3 April 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08976429
2060,SKY CHARM SECRETARIAL SERVICES LIMITED,ANRACORE TECHNOLOGY LIMITED (09005807),,,Secretary,22 April 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09005807
2061,SKY CHARM SECRETARIAL SERVICES LIMITED,UK MACALLINE FOOD INTERNATIONAL GROUP LIMITED (08954443),,,Secretary,24 March 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08954443
2062,SKY CHARM SECRETARIAL SERVICES LIMITED,ABUNDAN TRADING LIMITED (08990999),,,Secretary,10 April 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08990999
2063,SKY CHARM SECRETARIAL SERVICES LIMITED,"WIN SAFE MARINE MACHINERY CO., LTD (08991121)",,,Secretary,10 April 2014,,,Active,10 April 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08991121
2064,SKY CHARM SECRETARIAL SERVICES LIMITED,MERRY STATIONERY GROUP LTD (09035127),,,Secretary,12 May 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,09035127
2065,SKY CHARM SECRETARIAL SERVICES LIMITED,"UK HEALTH INTERNATIONAL GROUP CO., LTD (09017757)",,,Secretary,29 April 2014,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,09017757
2066,SKY CHARM SECRETARIAL SERVICES LIMITED,"RIVER CHEMICAL INDUSTRIAL CO., LTD (09026130)",,,Secretary,6 May 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09026130
2067,SKY CHARM SECRETARIAL SERVICES LIMITED,"DELLER INDUSTRY CO., LTD. (09005488)",,,Secretary,22 April 2014,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,09005488
