ship_imo,company_imo,role,company_name,company_address,date_of_effect
9055618,5647667,Registered owner,APROKGANG SHIPPING & TRADING,"Apgang-dong, Sinuiju, Pyong-anbuk-do, North Korea.",since 30/05/2012
9055618,5647667,ISM Manager,APROKGANG SHIPPING & TRADING,"Apgang-dong, Sinuiju, Pyong-anbuk-do, North Korea.",since 30/05/2012
8732037,1790444,Registered owner,KOREA NAMSAN SHPG CORP,"Munhwa-dong, Hanggu-guyok, Nampho, North Korea.",before 03/2016
8732037,1790444,Ship manager/Commercial manager,KOREA NAMSAN SHPG CORP,"Munhwa-dong, Hanggu-guyok, Nampho, North Korea.",during 12/2012
8732037,1790444,ISM Manager,KOREA NAMSAN SHPG CORP,"Munhwa-dong, Hanggu-guyok, Nampho, North Korea.",since 01/12/2012
8661575,1991835,Ship manager/Commercial manager,TONGHUNG SHIPPING & TRADING CO,"Kinmaul-dong, Moranbong-guyok, Pyongyang, North Korea.",since 07/06/2013
8661575,1991835,Registered owner,TONGHUNG SHIPPING & TRADING CO,"Kinmaul-dong, Moranbong-guyok, Pyongyang, North Korea.",since 07/06/2013
8661575,1991835,ISM Manager,TONGHUNG SHIPPING & TRADING CO,"Kinmaul-dong, Moranbong-guyok, Pyongyang, North Korea.",since 07/06/2013
8891883,5146401,Ship manager/Commercial manager,KOREA SOGYONG TRADING CORP,"Ryugyong 1-dong, Potonggang-guyok, Pyongyang, North Korea.",before 2004
8891883,5146401,Registered owner,KOREA SOGYONG TRADING CORP,"Ryugyong 1-dong, Potonggang-guyok, Pyongyang, North Korea.",before 2004
8891883,5146401,ISM Manager,KOREA SOGYONG TRADING CORP,"Ryugyong 1-dong, Potonggang-guyok, Pyongyang, North Korea.",since 01/01/2004
8891857,1895246,Ship manager/Commercial manager,KOREA POTONGGANG SHIPPING CO,"Pulgunkori 1-dong, Potonggang-guyok, Pyongyang, North Korea.",before 1999
8891857,1895246,Registered owner,KOREA POTONGGANG SHIPPING CO,"Pulgunkori 1-dong, Potonggang-guyok, Pyongyang, North Korea.",before 1999
8891857,1895246,ISM Manager,KOREA POTONGGANG SHIPPING CO,"Pulgunkori 1-dong, Potonggang-guyok, Pyongyang, North Korea.",since 01/01/1999
8004428,4213409,Ship manager/Commercial manager,KOREA SAMJIYON TRADING CORP,"Chungsong-dong, Chung-guyok, Pyongyang, North Korea.",before 2010
8004428,4213409,Registered owner,KOREA SAMJIYON TRADING CORP,"Chungsong-dong, Chung-guyok, Pyongyang, North Korea.",before 2010
8004428,4213409,ISM Manager,KOREA SAMJIYON TRADING CORP,"Chungsong-dong, Chung-guyok, Pyongyang, North Korea.",since 01/01/2010
8029789,5481528,Ship manager/Commercial manager,KOREA JINMYONG SHPG CO,"Chungsong-dong, Chung-guyok, Pyongyang, North Korea.",since 27/02/2007
8029789,5481528,Registered owner,KOREA JINMYONG SHPG CO,"Chungsong-dong, Chung-guyok, Pyongyang, North Korea.",since 27/02/2007
8029789,5481528,ISM Manager,KOREA JINMYONG SHPG CO,"Chungsong-dong, Chung-guyok, Pyongyang, North Korea.",since 27/02/2007
8123145,5076657,Ship manager/Commercial manager,KOREA JS SHIPPING CO,"Kyonghung-dong, Potonggang-guyok, Pyongyang, North Korea.",during 2000
8123145,5076657,ISM Manager,KOREA JS SHIPPING CO,"Kyonghung-dong, Potonggang-guyok, Pyongyang, North Korea.",since 01/01/1999
8123145,5076657,Registered owner,KOREA JS SHIPPING CO,"Kyonghung-dong, Potonggang-guyok, Pyongyang, North Korea.",during 2000
8201870,5055293,Registered owner,GOORYONG SHIPPING CO LTD,"Changgyong 2-dong, Sosong-guyok, Pyongyang, North Korea.",before 2011
8201870,5055293,Ship manager/Commercial manager,GOORYONG SHIPPING CO LTD,"Changgyong 2-dong, Sosong-guyok, Pyongyang, North Korea.",before 2003
8201870,5055293,ISM Manager,GOORYONG SHIPPING CO LTD,"Changgyong 2-dong, Sosong-guyok, Pyongyang, North Korea.",since 01/01/2003
8966535,1957290,ISM Manager,KOREA KUMGANG TRADING CO,"Ansan 1-dong, Pyongchon-guyok, Pyongyang, North Korea.",since 30/11/2010
8966535,1957290,Registered owner,KOREA KUMGANG TRADING CO,"Ansan 1-dong, Pyongchon-guyok, Pyongyang, North Korea.",during 07/1985
8966535,1957290,Ship manager/Commercial manager,KOREA KUMGANG TRADING CO,"Ansan 1-dong, Pyongchon-guyok, Pyongyang, North Korea.",during 07/1985
8824220,5481531,Ship manager/Commercial manager,RASON SAHYANGSAN TRADE CO,"Anju-dong, Rajin-guyok, Rason, North Korea.",since 06/06/2009
8824220,5481531,Registered owner,RASON SAHYANGSAN TRADE CO,"Anju-dong, Rajin-guyok, Rason, North Korea.",since 06/06/2009
8824220,5481531,ISM Manager,RASON SAHYANGSAN TRADE CO,"Anju-dong, Rajin-guyok, Rason, North Korea.",since 06/06/2009
8916293,4199470,Ship manager/Commercial manager,OCEAN BUNKERING JV CO,"Otan-dong, Chung-guyok, Pyongyang, North Korea.",since 16/12/2013
8916293,4199470,Registered owner,OCEAN BUNKERING JV CO,"Otan-dong, Chung-guyok, Pyongyang, North Korea.",since 16/12/2013
8916293,4199470,ISM Manager,OCEAN BUNKERING JV CO,"Otan-dong, Chung-guyok, Pyongyang, North Korea.",since 16/12/2013
8989068,5321542,ISM Manager,KOREA MANDAE TRADING CO,"Taedongmun-dong, Chung-guyok, Pyongyang, North Korea.",since 13/07/2010
8989068,5321542,Registered owner,KOREA MANDAE TRADING CO,"Taedongmun-dong, Chung-guyok, Pyongyang, North Korea.",since 08/10/2009
8989068,5321542,Ship manager/Commercial manager,KOREA MANDAE TRADING CO,"Taedongmun-dong, Chung-guyok, Pyongyang, North Korea.",since 08/10/2009
8503735,5923461,Registered owner,KORPEN SHIPPING CO LTD,"Care of Dongnam Transport JV Co , Chongpyong-dong, Pyongchon-guyok, Pyongyang, North Korea.",since 01/11/2011
8503735,5522624,Ship manager/Commercial manager,DONGNAM TRANSPORT JV CO,"Chongpyong-dong, Pyongchon-guyok, Pyongyang, North Korea.",before 09/2010
8503735,5522624,ISM Manager,DONGNAM TRANSPORT JV CO,"Chongpyong-dong, Pyongchon-guyok, Pyongyang, North Korea.",since 01/09/2010
8613578,5361772,ISM Manager,KOREA KUMPIT SHIPPING CO,"Unha-dong, Potonggang-guyok, Pyongyang, North Korea.",since 01/01/2013
8613578,5361772,Registered owner,KOREA KUMPIT SHIPPING CO,"Unha-dong, Potonggang-guyok, Pyongyang, North Korea.",before 06/2011
8613578,5361772,Ship manager/Commercial manager,KOREA KUMPIT SHIPPING CO,"Unha-dong, Potonggang-guyok, Pyongyang, North Korea.",before 06/2011
8990550,5725628,Registered owner,NATIONALITY ECONOMIC,"Care of Korea Hyangamchon Trading Co , Pulgunkori 2-dong, Potonggang-guyok, Pyongyang, North Korea.",before 01/2013
8990550,5522571,Ship manager/Commercial manager,KOREA HYANGAMCHON TRADING CO,"Pulgunkori 2-dong, Potonggang-guyok, Pyongyang, North Korea.",since 26/10/2009
8990550,5522571,ISM Manager,KOREA HYANGAMCHON TRADING CO,"Pulgunkori 2-dong, Potonggang-guyok, Pyongyang, North Korea.",since 26/10/2009
8720436,5110478,Ship manager/Commercial manager,KOREA KUMUNSAN SHIPPING CO,"Pongnam-dong, Pyongchon-guyok, Pyongyang, North Korea.",since 13/10/2004
8720436,5110478,Registered owner,KOREA KUMUNSAN SHIPPING CO,"Pongnam-dong, Pyongchon-guyok, Pyongyang, North Korea.",since 13/10/2004
8720436,5110478,ISM Manager,KOREA KUMUNSAN SHIPPING CO,"Pongnam-dong, Pyongchon-guyok, Pyongyang, North Korea.",since 13/10/2004
8732908,1701414,Ship manager/Commercial manager,SINPO FISHERY CO,"Ryonho-dong, Sinpo, Hamgyongnam-do, North Korea.",before 01/2013
8732908,1701414,Registered owner,SINPO FISHERY CO,"Ryonho-dong, Sinpo, Hamgyongnam-do, North Korea.",since 05/11/1989
8732908,1701414,ISM Manager,SINPO FISHERY CO,"Ryonho-dong, Sinpo, Hamgyongnam-do, North Korea.",since 01/01/2013
8408595,5878561,Ship manager/Commercial manager,PHYONGCHON SHIPPING & MARINE,"Otan-dong, Chung-guyok, Pyongyang, North Korea.",before 02/2016
8408595,5878561,Registered owner,PHYONGCHON SHIPPING & MARINE,"Otan-dong, Chung-guyok, Pyongyang, North Korea.",before 02/2016
8408595,5878561,ISM Manager,PHYONGCHON SHIPPING & MARINE,"Otan-dong, Chung-guyok, Pyongyang, North Korea.",since 01/02/2016
8883707,1845346,ISM Manager,KOREA SONGCHONGANG TRADING CO,"Hoesang 1-dong, Hoesang-guyok, Hamhung, Hamgyongnam-do, North Korea.",since 01/11/1997
8883707,1845346,Registered owner,KOREA SONGCHONGANG TRADING CO,"Hoesang 1-dong, Hoesang-guyok, Hamhung, Hamgyongnam-do, North Korea.",during 1967
8883707,1845346,Ship manager/Commercial manager,KOREA SONGCHONGANG TRADING CO,"Hoesang 1-dong, Hoesang-guyok, Hamhung, Hamgyongnam-do, North Korea.",during 1967
7206641,5870288,Ship manager/Commercial manager,KOREA SONGDOWON TRADING CORP,"Wonsok-dong, Wonsan, Kangwon-do, North Korea.",since 01/03/2003
7206641,9991001,ISM Manager,UNKNOWN,,since 01/11/1997
7206641,5870288,Registered owner,KOREA SONGDOWON TRADING CORP,"Wonsok-dong, Wonsan, Kangwon-do, North Korea.",since 01/03/2003
8882040,1833502,Ship manager/Commercial manager,KOREA TUMANGANG SHPG CO,"Ingok-dong, Chongam-guyok, Chungjin, Hamgyongbuk-do, North Korea.",during 1990
8882040,1833502,Registered owner,KOREA TUMANGANG SHPG CO,"Ingok-dong, Chongam-guyok, Chungjin, Hamgyongbuk-do, North Korea.",during 1990
8882040,1833502,ISM Manager,KOREA TUMANGANG SHPG CO,"Ingok-dong, Chongam-guyok, Chungjin, Hamgyongbuk-do, North Korea.",since 01/01/1990
8850499,5884021,Ship manager/Commercial manager,RASON DAEHUNG TRADING CO LTD,"Sinhae-dong, Rajin-guyok, Rason, North Korea.",since 02/06/2001
8850499,9991001,ISM Manager,UNKNOWN,,since 01/11/1997
8850499,5884021,Registered owner,RASON DAEHUNG TRADING CO LTD,"Sinhae-dong, Rajin-guyok, Rason, North Korea.",since 02/06/2001
8730998,1701414,Ship manager/Commercial manager,SINPO FISHERY CO,"Ryonho-dong, Sinpo, Hamgyongnam-do, North Korea.",before 01/2013
8730998,1701414,Registered owner,SINPO FISHERY CO,"Ryonho-dong, Sinpo, Hamgyongnam-do, North Korea.",since 02/12/1999
8730998,1701414,ISM Manager,SINPO FISHERY CO,"Ryonho-dong, Sinpo, Hamgyongnam-do, North Korea.",since 01/01/2013
8922412,5145362,ISM Manager,SOLSONG SHIPPING CO,"Chungsong-dong, Chung-guyok, Pyongyang, North Korea.",since 09/01/2010
8922412,5145362,Registered owner,SOLSONG SHIPPING CO,"Chungsong-dong, Chung-guyok, Pyongyang, North Korea.",since 23/04/2001
8922412,5145362,Ship manager/Commercial manager,SOLSONG SHIPPING CO,"Chungsong-dong, Chung-guyok, Pyongyang, North Korea.",since 23/04/2001
8672691,1701414,Ship manager/Commercial manager,SINPO FISHERY CO,"Ryonho-dong, Sinpo, Hamgyongnam-do, North Korea.",since 14/11/2014
8672691,1701414,Registered owner,SINPO FISHERY CO,"Ryonho-dong, Sinpo, Hamgyongnam-do, North Korea.",since 14/11/2014
8672691,1701414,ISM Manager,SINPO FISHERY CO,"Ryonho-dong, Sinpo, Hamgyongnam-do, North Korea.",since 14/11/2014
7524275,1701171,ISM Manager,KIMCHAEK FISHERY CO,"Songnam-dong, Kimchaek, Hamgyongbuk-do, North Korea.",since 27/04/2010
7524275,1701171,Registered owner,KIMCHAEK FISHERY CO,"Songnam-dong, Kimchaek, Hamgyongbuk-do, North Korea.",during 1971
7524275,1701171,Ship manager/Commercial manager,KIMCHAEK FISHERY CO,"Songnam-dong, Kimchaek, Hamgyongbuk-do, North Korea.",during 1971
8406858,5614093,ISM Manager,MANCHUNG SHIPPING CO,"Mansu-dong, Chung-guyok, Pyongyang, North Korea.",since 01/06/2011
8406858,5614093,Ship manager/Commercial manager,MANCHUNG SHIPPING CO,"Mansu-dong, Chung-guyok, Pyongyang, North Korea.",during 06/2010
8406858,5618140,Registered owner,JIAJIA HOLDINGS LTD,"Care of Manchung Shipping Co , Mansu-dong, Chung-guyok, Pyongyang, North Korea.",before 2011
8922709,5856718,Ship manager/Commercial manager,ZADEH MK,"Care of Palm Shadow Trading LLC , Room 206B, Benyas Complex Building, Nasser Square, Deira, PO Box 48090, Dubai, United Arab Emirates.",before 03/2016
8922709,5856718,Registered owner,ZADEH MK,"Care of Palm Shadow Trading LLC , Room 206B, Benyas Complex Building, Nasser Square, Deira, PO Box 48090, Dubai, United Arab Emirates.",since 23/02/2015
8922709,5856718,ISM Manager,ZADEH MK,"Care of Palm Shadow Trading LLC , Room 206B, Benyas Complex Building, Nasser Square, Deira, PO Box 48090, Dubai, United Arab Emirates.",since 01/03/2016
7418373,5145036,Ship manager/Commercial manager,KUMSAN SHIPPING CO,"Ryugyong 1-dong, Potonggang-guyok, Pyongyang, North Korea.",since 05/05/2005
7418373,5145036,ISM Manager,KUMSAN SHIPPING CO,"Ryugyong 1-dong, Potonggang-guyok, Pyongyang, North Korea.",since 01/11/1997
7418373,5145036,Registered owner,KUMSAN SHIPPING CO,"Ryugyong 1-dong, Potonggang-guyok, Pyongyang, North Korea.",since 05/05/2005
8629101,5647667,Ship manager/Commercial manager,APROKGANG SHIPPING & TRADING,"Apgang-dong, Sinuiju, Pyong-anbuk-do, North Korea.",before 2011
8629101,5647667,Registered owner,APROKGANG SHIPPING & TRADING,"Apgang-dong, Sinuiju, Pyong-anbuk-do, North Korea.",before 2011
8629101,5647667,ISM Manager,APROKGANG SHIPPING & TRADING,"Apgang-dong, Sinuiju, Pyong-anbuk-do, North Korea.",since 01/01/2011
8890580,1679556,Ship manager/Commercial manager,DAIZIN SHIPPING CO,"Hungbu-dong, Moranbong-guyok, Pyongyang, North Korea.",during 1992
8890580,1679556,Registered owner,DAIZIN SHIPPING CO,"Hungbu-dong, Moranbong-guyok, Pyongyang, North Korea.",during 1992
8890580,1679556,ISM Manager,DAIZIN SHIPPING CO,"Hungbu-dong, Moranbong-guyok, Pyongyang, North Korea.",since 01/01/1992
8974099,5019256,Ship manager/Commercial manager,WONSAN FISHERY UNIVERSITY,"Haean-dong, Wonsan, Kangwon-do, North Korea.",since 18/10/2002
8974099,5019256,Registered owner,WONSAN FISHERY UNIVERSITY,"Haean-dong, Wonsan, Kangwon-do, North Korea.",since 18/10/2002
8974099,5019256,ISM Manager,WONSAN FISHERY UNIVERSITY,"Haean-dong, Wonsan, Kangwon-do, North Korea.",since 18/10/2002
8898738,5146578,ISM Manager,YUSONG SHIPPING CO,"Uiam-dong, Taedonggang-guyok, Pyongyang, North Korea.",since 01/01/2013
8898738,5146578,Registered owner,YUSONG SHIPPING CO,"Uiam-dong, Taedonggang-guyok, Pyongyang, North Korea.",since 01/01/2007
8898738,5146578,Ship manager/Commercial manager,YUSONG SHIPPING CO,"Uiam-dong, Taedonggang-guyok, Pyongyang, North Korea.",since 01/01/2007
9159787,5146578,ISM Manager,YUSONG SHIPPING CO,"Uiam-dong, Taedonggang-guyok, Pyongyang, North Korea.",since 01/08/2011
9159787,5146578,Registered owner,YUSONG SHIPPING CO,"Uiam-dong, Taedonggang-guyok, Pyongyang, North Korea.",before 2004
9159787,5146578,Ship manager/Commercial manager,YUSONG SHIPPING CO,"Uiam-dong, Taedonggang-guyok, Pyongyang, North Korea.",before 2004
8731497,5647667,Ship manager/Commercial manager,APROKGANG SHIPPING & TRADING,"Apgang-dong, Sinuiju, Pyong-anbuk-do, North Korea.",since 09/08/2008
8731497,5647667,Registered owner,APROKGANG SHIPPING & TRADING,"Apgang-dong, Sinuiju, Pyong-anbuk-do, North Korea.",since 09/08/2008
8731497,5647667,ISM Manager,APROKGANG SHIPPING & TRADING,"Apgang-dong, Sinuiju, Pyong-anbuk-do, North Korea.",since 09/08/2008
9103635,5856721,Ship manager/Commercial manager,NIA MS,"Office 506, Customs Building, al-Khalij Road, Deira, PO Box 171712, Dubai, United Arab Emirates.",since 12/01/2015
9103635,5856721,Registered owner,NIA MS,"Office 506, Customs Building, al-Khalij Road, Deira, PO Box 171712, Dubai, United Arab Emirates.",since 12/01/2015
9103635,5856721,ISM Manager,NIA MS,"Office 506, Customs Building, al-Khalij Road, Deira, PO Box 171712, Dubai, United Arab Emirates.",since 12/01/2015
8518962,5321613,Ship manager/Commercial manager,KOREA HAEGUMGANG SHPG CO,"Uiam-dong, Taedonggang-guyok, Pyongyang, North Korea.",before 08/2015
8518962,5584164,Registered owner,HONGKONG COMPLANT INTL TRANS,"Care of Korea Haegumgang Shipping Co , Uiam-dong, Taedonggang-guyok, Pyongyang, North Korea.",before 01/2013
8518962,5321613,ISM Manager,KOREA HAEGUMGANG SHPG CO,"Uiam-dong, Taedonggang-guyok, Pyongyang, North Korea.",since 01/08/2015
8810384,5856267,Ship manager/Commercial manager,KOREA TANPHUNG TRADING CO,"Ryusong-dong, Chung-guyok, Pyongyang, North Korea.",during 08/2016
8810384,5885400,Registered owner,XIN SEA SHIPPING CO LTD,"Care of Korea Tanphung Trading Co , Ryusong-dong, Chung-guyok, Pyongyang, North Korea.",since 24/07/2015
8810384,5856267,ISM Manager,KOREA TANPHUNG TRADING CO,"Ryusong-dong, Chung-guyok, Pyongyang, North Korea.",since 01/08/2016
8415433,5057119,Ship manager/Commercial manager,KOREA BUYON SHIPPING CO,"Chongpyong-dong, Pyongchon-guyok, Pyongyang, North Korea.",since 30/07/2016
8415433,5057119,Registered owner,KOREA BUYON SHIPPING CO,"Chongpyong-dong, Pyongchon-guyok, Pyongyang, North Korea.",since 30/07/2016
8415433,5057119,ISM Manager,KOREA BUYON SHIPPING CO,"Chongpyong-dong, Pyongchon-guyok, Pyongyang, North Korea.",since 30/07/2016
8999544,5348658,Ship manager/Commercial manager,HAESONG SHIPPING CO,"Palgol-dong, Mangyongdae-guyok, Pyongyang, North Korea.",since 07/09/2016
8999544,5883381,Registered owner,HONGKONG ALIBABA SHIPPING,"Room 2105, OD5492, Trend Centre, 29-31, Cheung Lee Street, Chai Wan, Hong Kong, China.",since 20/08/2015
8999544,5348658,ISM Manager,HAESONG SHIPPING CO,"Palgol-dong, Mangyongdae-guyok, Pyongyang, North Korea.",since 07/09/2016
8217685,5434300,Ship manager/Commercial manager,HWASONG SHIPPING CO LTD,"Changgyong-dong, Sosong-guyok, Pyongyang, North Korea.",since 14/06/2013
8217685,5434300,Registered owner,HWASONG SHIPPING CO LTD,"Changgyong-dong, Sosong-guyok, Pyongyang, North Korea.",since 14/06/2013
8217685,5434300,ISM Manager,HWASONG SHIPPING CO LTD,"Changgyong-dong, Sosong-guyok, Pyongyang, North Korea.",since 14/06/2013
8018900,5814866,Ship manager/Commercial manager,HAEJIN SHIP MANAGEMENT CO LTD,"Tonghung-dong, Chung-guyok, Pyongyang, North Korea.",before 10/2014
8018900,5821426,Registered owner,JIHYESAN SHIPPING CO LTD,"Care of Haejin Ship Management Co Ltd , Tonghung-dong, Chung-guyok, Pyongyang, North Korea.",before 10/2014
8018900,5814866,ISM Manager,HAEJIN SHIP MANAGEMENT CO LTD,"Tonghung-dong, Chung-guyok, Pyongyang, North Korea.",since 01/10/2014
7303803,5676084,Ship manager/Commercial manager,KOREA ANSAN SHPG CO,"Pyongchon 1-dong, Pyongchon-guyok, Pyongyang, North Korea.",during 04/2012
7303803,5676084,Registered owner,KOREA ANSAN SHPG CO,"Pyongchon 1-dong, Pyongchon-guyok, Pyongyang, North Korea.",during 04/2012
7303803,5676084,ISM Manager,KOREA ANSAN SHPG CO,"Pyongchon 1-dong, Pyongchon-guyok, Pyongyang, North Korea.",since 01/04/2012
8987333,1267131,Ship manager/Commercial manager,KOREAN POLISH SHPG CO LTD,"Kinmaul-dong, Moranbong-guyok, Pyongyang, North Korea.",since 01/10/2007
8987333,1267131,Registered owner,KOREAN POLISH SHPG CO LTD,"Kinmaul-dong, Moranbong-guyok, Pyongyang, North Korea.",since 01/10/2007
8987333,1267131,ISM Manager,KOREAN POLISH SHPG CO LTD,"Kinmaul-dong, Moranbong-guyok, Pyongyang, North Korea.",since 01/10/2007
7313822,5728463,ISM Manager,KOREA SUNGJIN SHIPPING CO,"Sojang-dong, Potonggang-guyok, Pyongyang, North Korea.",since 20/04/2010
7313822,5728463,Registered owner,KOREA SUNGJIN SHIPPING CO,"Sojang-dong, Potonggang-guyok, Pyongyang, North Korea.",since 17/06/2003
7313822,5728463,Ship manager/Commercial manager,KOREA SUNGJIN SHIPPING CO,"Sojang-dong, Potonggang-guyok, Pyongyang, North Korea.",since 17/06/2003
6817948,5434344,ISM Manager,KOREA JANGSAENG TRADING CO LTD,"Kwanmun 2-dong, Rakrang-guyok, Pyongyang, North Korea.",since 26/10/2010
6817948,5434344,Registered owner,KOREA JANGSAENG TRADING CO LTD,"Kwanmun 2-dong, Rakrang-guyok, Pyongyang, North Korea.",during 04/2009
6817948,5434344,Ship manager/Commercial manager,KOREA JANGSAENG TRADING CO LTD,"Kwanmun 2-dong, Rakrang-guyok, Pyongyang, North Korea.",during 04/2009
8151415,1991835,Ship manager/Commercial manager,TONGHUNG SHIPPING & TRADING CO,"Kinmaul-dong, Moranbong-guyok, Pyongyang, North Korea.",during 2013
8151415,1991835,Registered owner,TONGHUNG SHIPPING & TRADING CO,"Kinmaul-dong, Moranbong-guyok, Pyongyang, North Korea.",during 2013
8151415,1991835,ISM Manager,TONGHUNG SHIPPING & TRADING CO,"Kinmaul-dong, Moranbong-guyok, Pyongyang, North Korea.",since 01/01/2013
8712362,5571322,Ship manager/Commercial manager,CHONMYONG SHIPPING CO,"Kalrimgil 2-dong, Mangyongdae-guyok, Pyongyang, North Korea.",since 14/06/2016
8712362,5571322,Registered owner,CHONMYONG SHIPPING CO,"Kalrimgil 2-dong, Mangyongdae-guyok, Pyongyang, North Korea.",since 14/06/2016
8712362,5571322,ISM Manager,CHONMYONG SHIPPING CO,"Kalrimgil 2-dong, Mangyongdae-guyok, Pyongyang, North Korea.",since 14/06/2016
8989795,1414592,Ship manager/Commercial manager,KOREA RUNGRADO SHIPPING CO,"Pulgunkori 1-dong, Potonggang-guyok, Pyongyang, North Korea.",before 01/2013
8989795,1414592,Registered owner,KOREA RUNGRADO SHIPPING CO,"Pulgunkori 1-dong, Potonggang-guyok, Pyongyang, North Korea.",before 01/2013
8989795,1414592,ISM Manager,KOREA RUNGRADO SHIPPING CO,"Pulgunkori 1-dong, Potonggang-guyok, Pyongyang, North Korea.",since 01/01/2013
8122347,5787684,Ship manager/Commercial manager,HAPJANGGANG SHIPPING CORP,"Kumsong 3-dong, Mangyongdae-guyok, Pyongyang, North Korea.",before 10/2014
8122347,5787684,Registered owner,HAPJANGGANG SHIPPING CORP,"Kumsong 3-dong, Mangyongdae-guyok, Pyongyang, North Korea.",before 10/2014
8122347,5787684,ISM Manager,HAPJANGGANG SHIPPING CORP,"Kumsong 3-dong, Mangyongdae-guyok, Pyongyang, North Korea.",since 01/10/2014
8221222,1891570,Ship manager/Commercial manager,KOREA SONBONG GENERAL TRADING,"1, Kinmaul-dong, Moranbong-guyok, Pyongyang, North Korea.",during 04/2009
8221222,1891570,Registered owner,KOREA SONBONG GENERAL TRADING,"1, Kinmaul-dong, Moranbong-guyok, Pyongyang, North Korea.",during 04/2009
8221222,1891570,ISM Manager,KOREA SONBONG GENERAL TRADING,"1, Kinmaul-dong, Moranbong-guyok, Pyongyang, North Korea.",since 01/04/2009
8610461,5944048,Ship manager/Commercial manager,BUBONG TRADING CO,"Sonnae-dong, Mangyongdae-guyok, Pyongyang, North Korea.",since 10/08/2016
8610461,5781040,Registered owner,HK EVER PROSPER INTERNATIONAL,"Care of Bubong Trading Co , Sonnae-dong, Mangyongdae-guyok, Pyongyang, North Korea.",during 12/2013
8610461,5944048,ISM Manager,BUBONG TRADING CO,"Sonnae-dong, Mangyongdae-guyok, Pyongyang, North Korea.",since 10/08/2016
8106496,5145892,Ship manager/Commercial manager,KOREA SAMMA SHPG CO,"Rakrang 3-dong, Rakrang-guyok, Pyongyang, North Korea.",since 10/12/2001
8106496,5145892,Registered owner,KOREA SAMMA SHPG CO,"Rakrang 3-dong, Rakrang-guyok, Pyongyang, North Korea.",since 10/12/2001
8106496,5145892,ISM Manager,KOREA SAMMA SHPG CO,"Rakrang 3-dong, Rakrang-guyok, Pyongyang, North Korea.",since 10/12/2001
8925012,5647667,ISM Manager,APROKGANG SHIPPING & TRADING,"Apgang-dong, Sinuiju, Pyong-anbuk-do, North Korea.",since 01/01/2013
8925012,4177572,Registered owner,CHINA DANDONG LIAODONG,"Care of Korea Namsan Shipping Corp , Munhwa-dong, Hanggu-guyok, Nampho, North Korea.",during 05/2011
8925012,1790444,Ship manager/Commercial manager,KOREA NAMSAN SHPG CORP,"Munhwa-dong, Hanggu-guyok, Nampho, North Korea.",during 05/2011
8898740,5878561,Ship manager/Commercial manager,PHYONGCHON SHIPPING & MARINE,"Otan-dong, Chung-guyok, Pyongyang, North Korea.",during 08/2015
8898740,5878561,Registered owner,PHYONGCHON SHIPPING & MARINE,"Otan-dong, Chung-guyok, Pyongyang, North Korea.",during 08/2015
8898740,5878561,ISM Manager,PHYONGCHON SHIPPING & MARINE,"Otan-dong, Chung-guyok, Pyongyang, North Korea.",since 01/08/2015
8882052,1845156,ISM Manager,WONSAN FISHERY CO,"Haean-dong, Wonsan, Kangwon-do, North Korea.",since 25/11/2010
8882052,1845156,Registered owner,WONSAN FISHERY CO,"Haean-dong, Wonsan, Kangwon-do, North Korea.",during 1982
8882052,1845156,Ship manager/Commercial manager,WONSAN FISHERY CO,"Haean-dong, Wonsan, Kangwon-do, North Korea.",during 1982
8898831,5146578,Ship manager/Commercial manager,YUSONG SHIPPING CO,"Uiam-dong, Taedonggang-guyok, Pyongyang, North Korea.",during 04/2009
8898831,5146578,Registered owner,YUSONG SHIPPING CO,"Uiam-dong, Taedonggang-guyok, Pyongyang, North Korea.",during 04/2009
8898831,5146578,ISM Manager,YUSONG SHIPPING CO,"Uiam-dong, Taedonggang-guyok, Pyongyang, North Korea.",since 01/04/2009
6409466,5462713,Ship manager/Commercial manager,KOREA KANGSONG,"Sochon-dong, Sosong-guyok, Pyongyang, North Korea.",before 01/2013
6409466,5462713,Registered owner,KOREA KANGSONG,"Sochon-dong, Sosong-guyok, Pyongyang, North Korea.",before 01/2013
6409466,5462713,ISM Manager,KOREA KANGSONG,"Sochon-dong, Sosong-guyok, Pyongyang, North Korea.",since 01/01/2013
9534652,5348658,Ship manager/Commercial manager,HAESONG SHIPPING CO,"Palgol-dong, Mangyongdae-guyok, Pyongyang, North Korea.",since 07/09/2016
9534652,5883377,Registered owner,HONGKONG OCEAN GLORY SHIPPING,"Care of Haesong Shipping Co , Palgol-dong, Mangyongdae-guyok, Pyongyang, North Korea.",since 20/08/2015
9534652,5348658,ISM Manager,HAESONG SHIPPING CO,"Palgol-dong, Mangyongdae-guyok, Pyongyang, North Korea.",since 07/09/2016
8021579,5886491,Ship manager/Commercial manager,KOREA KYONGUN SHIPPING CO,"Sonnae-dong, Mangyongdae-guyok, Pyongyang, North Korea.",since 17/09/2015
8021579,5886491,Registered owner,KOREA KYONGUN SHIPPING CO,"Sonnae-dong, Mangyongdae-guyok, Pyongyang, North Korea.",since 17/09/2015
8021579,5886491,ISM Manager,KOREA KYONGUN SHIPPING CO,"Sonnae-dong, Mangyongdae-guyok, Pyongyang, North Korea.",since 17/09/2015
